Du ser nu i overensstemmelse med dit produkts omfang de første 5.000 svar. Dog skal det oplyses, at der foreligger flere svar. Ved hjælp af en produkt-opgradering kan der efter betalingsindgang opnås adgang til alle svar.  Respondenternes svar bliver altid gemt, også i tilfælde hvor det maksimale antal svar er opnået.";
"";
"_Svar-ID";"Resume-Code";"Start";"Dato og tid";"Deltagerstatus";"1. Hvor gammel er du?";"2. Er du mand eller kvinde?";"3. Hvilken form for by bor du i?";"4. Hvad er din civil status?";"5. Har du hjemmeboende børn?";"6. Har du bil?";"7. Har du en cykel?";"8. Hvilken form for transport bruger du mest når du skal rundt i egen by?";"9. Hvilken form for transport bruger du mest når du skal ud for egen by?";"10. Hvor langt har du til arbejde?";"11. Hvilken form for transport bruger du mest til og fra arbejde?";"12. Hvor langt har du til skole?";"13. Hvilken form for transport bruger du mest til og fra skole?";"14. Har parkerings muligheder indflydelse på dit valg af transport?";"15. Hvis det er en solskinsdag - vælg det udsagn der passer bedst";"16. Hvis det er en regnvejrsdag - vælg det udsagn der passer bedst";
"83266044";"252b73b";"04-05-2021 07:33";"04-05-2021 07:35";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"nej";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83266090";"475101b";"04-05-2021 07:36";"04-05-2021 07:37";"deltaget og afsluttet";"15 - 25";"Mand";"Forstad";"Single";"nej";"nej";"ja";"Cykel";"Bil";"Mellem 1-5 km";"Cykel";"Under 1 km";"Jeg går/løber";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83266253";"26db95e";"04-05-2021 07:44";"04-05-2021 07:45";"deltaget og afsluttet";"15 - 25";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Cykel";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83266365";"b383d1c";"04-05-2021 07:49";"04-05-2021 07:50";"deltaget og afsluttet";"45 - 60";"Mand";"Storby";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83266404";"24d6fcc";"04-05-2021 07:50";"04-05-2021 07:52";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler sjældent også selvom afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83266501";"9f7cad5";"04-05-2021 07:55";"04-05-2021 07:57";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83266619";"005e74c";"04-05-2021 08:00";"04-05-2021 08:01";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"I forhold";"ja";"ja";"nej";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83266630";"8433cec";"04-05-2021 08:00";"04-05-2021 08:02";"deltaget og afsluttet";"Over 60";"Mand";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83266881";"88491d2";"04-05-2021 08:11";"04-05-2021 08:12";"deltaget og afsluttet";"26 - 35";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Cykel";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83266890";"b5d3303";"04-05-2021 08:11";"04-05-2021 08:13";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83267048";"1457b91";"04-05-2021 08:17";"04-05-2021 08:18";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 1-5 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83267062";"69f0400";"04-05-2021 08:16";"04-05-2021 08:19";"deltaget og afsluttet";"Over 60";"Kvinde";"Landet";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83267198";"6edb295";"04-05-2021 08:21";"04-05-2021 08:22";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83267241";"4be9a01";"04-05-2021 08:23";"04-05-2021 08:24";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"I forhold";"nej";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 25-40 km";"Bil";"Mellem 25-40 km";"Bil";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83267289";"f8b5263";"04-05-2021 08:23";"04-05-2021 08:25";"deltaget og afsluttet";"Over 60";"Kvinde";"Storby";"Single";"nej";"ja";"ja";"Bil";"Bil";"Jeg arbejdeder kun hjemmefra";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83267535";"c3bcda4";"04-05-2021 08:32";"04-05-2021 08:33";"deltaget og afsluttet";"36 - 45";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83267538";"078df74";"04-05-2021 08:31";"04-05-2021 08:33";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"I forhold";"ja";"ja";"nej";"Jeg går/løber";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83267729";"e5d30bc";"04-05-2021 08:37";"04-05-2021 08:40";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Cykel";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83267916";"9e99a32";"04-05-2021 08:44";"04-05-2021 08:45";"deltaget og afsluttet";"Over 60";"Kvinde";"Storby";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Andet";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83268171";"32bf5aa";"04-05-2021 08:52";"04-05-2021 08:53";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83268196";"c9845dd";"04-05-2021 08:51";"04-05-2021 08:54";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Mellem 5-15 km";"Bil";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83268345";"d68b138";"04-05-2021 08:57";"04-05-2021 08:58";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83268440";"2bf2a56";"04-05-2021 08:58";"04-05-2021 09:00";"deltaget og afsluttet";"Over 60";"Kvinde";"Storby";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Jeg har ikke noget arbejde";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83268504";"4bbbb24";"04-05-2021 09:00";"04-05-2021 09:01";"deltaget og afsluttet";"15 - 25";"Mand";"Forstad";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Mellem 1-5 km";"Bil";"Ja";"Jeg går eller cykler sjældent også selvom afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83268729";"cb17ac1";"04-05-2021 09:07";"04-05-2021 09:08";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 25-40 km";"Bil";"Mellem 25-40 km";"Bil";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83269342";"83f21c9";"04-05-2021 09:06";"04-05-2021 09:22";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83269460";"dee9bca";"04-05-2021 09:25";"04-05-2021 09:25";"deltaget og afsluttet";"26 - 35";"Kvinde";"Landet";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Mellem 25-40 km";"Bil";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83269735";"e76b933";"04-05-2021 09:30";"04-05-2021 09:31";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"Single";"nej";"nej";"ja";"Cykel";"Bus";"Under 1 km";"Jeg går/løber";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83270210";"6f89d6f";"04-05-2021 09:44";"04-05-2021 09:45";"deltaget og afsluttet";"26 - 35";"Mand";"Forstad";"Single";"nej";"nej";"nej";"Bus";"Bus";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83270216";"44d149e";"04-05-2021 09:43";"04-05-2021 09:45";"deltaget og afsluttet";"Over 60";"Kvinde";"Storby";"I forhold";"nej";"ja";"ja";"Cykel";"Bil";"Mellem 15-25 km";"Bil";"Mellem 15-25 km";"Bil";"Nej";"Ved ikke";"Jeg tager stort set altid tog, bus eller bil";
"83270281";"fa565cc";"04-05-2021 09:45";"04-05-2021 09:47";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83271120";"8d2dcdb";"04-05-2021 10:04";"04-05-2021 10:05";"deltaget og afsluttet";"26 - 35";"Kvinde";"Storby";"Single";"ja";"nej";"nej";"Bus";"Bus";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Under 1 km";"Jeg går/løber";"Ved ikke";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83271299";"21601ce";"04-05-2021 10:08";"04-05-2021 10:10";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83271377";"e8e1f40";"04-05-2021 10:10";"04-05-2021 10:12";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 25-40 km";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83271789";"bb101ce";"04-05-2021 10:20";"04-05-2021 10:21";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83272173";"ebb7fa3";"04-05-2021 10:30";"04-05-2021 10:32";"deltaget og afsluttet";"45 - 60";"Kvinde";"Landet";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Under 1 km";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83272234";"7f42591";"04-05-2021 10:32";"04-05-2021 10:34";"deltaget og afsluttet";"15 - 25";"Kvinde";"Forstad";"I forhold";"nej";"nej";"nej";"Bil";"Bil";"Mellem 1-5 km";"Jeg går/løber";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83272591";"2df0897";"04-05-2021 10:42";"04-05-2021 10:44";"deltaget og afsluttet";"Over 60";"Mand";"Forstad";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83272674";"933620f";"04-05-2021 10:42";"04-05-2021 10:45";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83272785";"d348ab5";"04-05-2021 10:47";"04-05-2021 10:48";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83273254";"0e64a7b";"04-05-2021 10:26";"04-05-2021 11:00";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler sjældent også selvom afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83273501";"1c61ef9";"04-05-2021 11:05";"04-05-2021 11:06";"deltaget og afsluttet";"45 - 60";"Kvinde";"Landet";"Single";"nej";"ja";"nej";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83273599";"0fbc0a5";"04-05-2021 11:07";"04-05-2021 11:08";"deltaget og afsluttet";"36 - 45";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 25-40 km";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83274269";"bc3b2fe";"04-05-2021 11:21";"04-05-2021 11:23";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"I forhold";"nej";"nej";"ja";"Jeg går/løber";"Bus";"Mellem 1-5 km";"Jeg går/løber";"Mellem 1-5 km";"Jeg går/løber";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83274355";"16c9178";"04-05-2021 11:23";"04-05-2021 11:24";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"I forhold";"nej";"nej";"ja";"Cykel";"Bus";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Under 1 km";"Cykel";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83274636";"3ef433a";"04-05-2021 11:29";"04-05-2021 11:31";"deltaget og afsluttet";"26 - 35";"Mand";"Forstad";"Single";"nej";"nej";"nej";"Bus";"Bus";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Mellem 5-15 km";"Bus";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83277074";"fffc746";"04-05-2021 12:10";"04-05-2021 12:12";"deltaget og afsluttet";"Over 60";"Mand";"Forstad";"I forhold";"nej";"ja";"ja";"Jeg går/løber";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83277567";"a0a06ac";"04-05-2021 12:19";"04-05-2021 12:20";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83277590";"0c6cd42";"04-05-2021 12:20";"04-05-2021 12:21";"deltaget og afsluttet";"36 - 45";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Cykel";"Cykel";"Mellem 15-25 km";"Cykel";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83278963";"0ae89a1";"04-05-2021 12:45";"04-05-2021 12:46";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Cykel";"Bil";"Jeg arbejdeder kun hjemmefra";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83280373";"277a18a";"04-05-2021 13:10";"04-05-2021 13:12";"deltaget og afsluttet";"26 - 35";"Kvinde";"Landet";"I forhold";"ja";"nej";"ja";"Bus";"Bus";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Mellem 5-15 km";"Bus";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83288071";"e457d62";"04-05-2021 15:22";"04-05-2021 15:24";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Jeg går/løber";"Tog";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83288879";"cd30d5b";"04-05-2021 15:38";"04-05-2021 15:40";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"I forhold";"nej";"nej";"ja";"Cykel";"Bil";"Under 1 km";"Cykel";"Mellem 1-5 km";"Cykel";"Ved ikke";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83289635";"3b3285e";"04-05-2021 15:54";"04-05-2021 15:55";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83289998";"67b1332";"04-05-2021 16:01";"04-05-2021 16:03";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83290477";"30281a4";"04-05-2021 16:10";"04-05-2021 16:11";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Over 40 km";"Bil";"Mellem 25-40 km";"Bil";"Ved ikke";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83291394";"2c94712";"04-05-2021 16:27";"04-05-2021 16:31";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler sjældent også selvom afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83291471";"accf875";"04-05-2021 16:31";"04-05-2021 16:32";"deltaget og afsluttet";"36 - 45";"Mand";"Landet";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83292100";"b6f40d1";"04-05-2021 16:45";"04-05-2021 16:46";"deltaget og afsluttet";"45 - 60";"Kvinde";"Landet";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83293103";"c817deb";"04-05-2021 17:06";"04-05-2021 17:07";"deltaget og afsluttet";"15 - 25";"Kvinde";"Forstad";"Single";"nej";"nej";"ja";"Cykel";"Tog";"Mellem 1-5 km";"Bus";"Mellem 1-5 km";"Cykel";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83293250";"45813a7";"04-05-2021 17:09";"04-05-2021 17:10";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Cykel";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83293420";"80f1190";"04-05-2021 17:12";"04-05-2021 17:13";"deltaget og afsluttet";"26 - 35";"Mand";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83293826";"316fe3d";"04-05-2021 17:21";"04-05-2021 17:22";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"Single";"nej";"nej";"ja";"Cykel";"Tog";"Mellem 1-5 km";"Cykel";"Mellem 1-5 km";"Cykel";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83294517";"83fa29e";"04-05-2021 17:38";"04-05-2021 17:39";"deltaget og afsluttet";"36 - 45";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83295397";"14e9d97";"04-05-2021 18:01";"04-05-2021 18:03";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ved ikke";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83295735";"50072a0";"04-05-2021 18:09";"04-05-2021 18:13";"deltaget og afsluttet";"15 - 25";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Bil";"Bil";"Mellem 1-5 km";"Cykel";"Under 1 km";"Jeg går/løber";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83296589";"2f7ca5f";"04-05-2021 18:39";"04-05-2021 18:40";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83297205";"3f74f0d";"04-05-2021 19:00";"04-05-2021 19:02";"deltaget og afsluttet";"36 - 45";"Mand";"Storby";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Mellem 5-15 km";"Bil";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
